Coefficienti di Clustering Medio,Centro del Grafo,Raggio,Distanza Media,Transitività,Coefficiente Omega,Coefficiente Sigma
0.16788801854998694,Michael Soprano,2,2.6470175438596493,0.15254237288135594,-0.008761930010604435,0.9235100742311771
0.16788801854998694,Kevin Roitero,2,2.6470175438596493,0.15254237288135594,-0.008761930010604435,0.9235100742311771
0.16788801854998694,Stefano Mizzaro,2,2.6470175438596493,0.15254237288135594,-0.008761930010604435,0.9235100742311771
0.16788801854998694,Gianluca Demartini,2,2.6470175438596493,0.15254237288135594,-0.008761930010604435,0.9235100742311771
