Graph,Coefficienti di Clustering Medio,Centro del Grafo,Raggio,Distanza Media,Transitività,Coefficiente Omega,Coefficiente Sigma
first_graph,0.16788801854998694,"['Michael Soprano', 'Kevin Roitero', 'Stefano Mizzaro', 'Gianluca Demartini']",2,2.6470175438596493,0.15254237288135594,-0.01159862142099699,0.9155192193995814
graph_preferential_attachment,0.22422566502582944,"['David La Barbera', 'Michael Soprano', 'Kevin Roitero', 'Stefano Mizzaro', 'Damiano Spina', 'Gianluca Demartini', 'Eddy Maddalena', 'Vincenzo Della Mea', 'Davide Ceolin', 'Tim Draws', 'Alessandro Checco', 'Falk Scholer', 'Mark Sanderson']",2,2.391578947368421,0.2927382753403933,0.002757009947224609,0.9991197183098592
